-9.80365 -33.00000
-9.80365 -18.30541
-9.63000 -17.32060
-9.45635 -18.30541
-9.45635 -33.00000
-9.06288 -33.00000
-9.06288 -18.30541
-8.88923 -17.32060
-8.71558 -18.30541
-8.71558 -33.00000
-8.32211 -33.00000
-8.32211 -18.30541
-8.14846 -17.32060
-7.97481 -18.30541
-7.97481 -33.00000
-7.58134 -33.00000
-7.58134 -18.30541
-7.40769 -17.32060
-7.23404 -18.30541
-7.23404 -33.00000
-6.84057 -33.00000
-6.84057 -18.30541
-6.66692 -17.32060
-6.49327 -18.30541
-6.49327 -33.00000
-6.09980 -33.00000
-6.09980 -18.30541
-5.92615 -17.32060
-5.75251 -18.30541
-5.75251 -33.00000
-5.35903 -33.00000
-5.35903 -18.30541
-5.18538 -17.32060
-5.01174 -18.30541
-5.01174 -33.00000
-4.61826 -33.00000
-4.61826 -18.30541
-4.44462 -17.32060
-4.27097 -18.30541
-4.27097 -33.00000
-3.87749 -33.00000
-3.87749 -18.30541
-3.70385 -17.32060
-3.53020 -18.30541
-3.53020 -33.00000
-3.13673 -33.00000
-3.13673 -18.30541
-2.96308 -17.32060
-2.78943 -18.30541
-2.78943 -33.00000
-2.39596 -33.00000
-2.39596 -18.30541
-2.22231 -17.32060
-2.04866 -18.30541
-2.04866 -33.00000
-1.65519 -33.00000
-1.65519 -18.30541
-1.48154 -17.32060
-1.30789 -18.30541
-1.30789 -33.00000
-0.91442 -33.00000
-0.91442 -18.30541
-0.74077 -17.32060
-0.56712 -18.30541
-0.56712 -33.00000
-0.17365 -33.00000
-0.17365 -18.30541
0.00000 -17.32060
0.17365 -18.30541
0.17365 -33.00000
0.56712 -33.00000
0.56712 -18.30541
0.74077 -17.32060
0.91442 -18.30541
0.91442 -33.00000
1.30789 -33.00000
1.30789 -18.30541
1.48154 -17.32060
1.65519 -18.30541
1.65519 -33.00000
2.04866 -33.00000
2.04866 -18.30541
2.22231 -17.32060
2.39596 -18.30541
2.39596 -33.00000
2.78943 -33.00000
2.78943 -18.30541
2.96308 -17.32060
3.13673 -18.30541
3.13673 -33.00000
3.53020 -33.00000
3.53020 -18.30541
3.70385 -17.32060
3.87749 -18.30541
3.87749 -33.00000
4.27097 -33.00000
4.27097 -18.30541
4.44462 -17.32060
4.61826 -18.30541
4.61826 -33.00000
5.01174 -33.00000
5.01174 -18.30541
5.18538 -17.32060
5.35903 -18.30541
5.35903 -33.00000
5.75251 -33.00000
5.75251 -18.30541
5.92615 -17.32060
6.09980 -18.30541
6.09980 -33.00000
6.49327 -33.00000
6.49327 -18.30541
6.66692 -17.32060
6.84057 -18.30541
6.84057 -33.00000
7.23404 -33.00000
7.23404 -18.30541
7.40769 -17.32060
7.58134 -18.30541
7.58134 -33.00000
7.97481 -33.00000
7.97481 -18.30541
8.14846 -17.32060
8.32211 -18.30541
8.32211 -33.00000
8.71558 -33.00000
8.71558 -18.30541
8.88923 -17.32060
9.06288 -18.30541
9.06288 -33.00000
9.45635 -33.00000
9.45635 -18.30541
9.63000 -17.32060
9.80365 -18.30541
9.80365 -33.00000
